ai|_vectorizer_errors|4|16384
ai|pgai_lib_feature_flag|3|16384
ai|pgai_lib_migration|4|73728
ai|pgai_lib_version|3|32768
ai|semantic_catalog|5|24576
ai|semantic_catalog_embedding|4|24576
ai|vectorizer|11|24576
ai|vectorizer_worker_process|10|24576
ai|vectorizer_worker_progress|8|16384
ai_admin|api_keys|5|32768
dos|access_review_items|13|24576
dos|access_reviews|12|24576
dos|action_items|12|40960
dos|agent_action_receipts|12|24576
dos|agent_evidence_links|6|24576
dos|agent_memory|9|32768
dos|agent_recommendations|15|24576
dos|agent_run_steps|9|24576
dos|agent_runs|13|24576
dos|agrc_agent_memory|9|24576
dos|agrc_agent_runs|16|40960
dos|agrc_cycles|13|32768
dos|agrc_discoveries|13|49152
dos|agrc_handoffs|9|32768
dos|agrc_proposed_actions|18|40960
dos|agrc_tasks|23|40960
dos|ai_agent_registry|8|65536
dos|ai_model_registry|7|24576
dos|ai_prompt_registry|8|24576
dos|ai_workflow_trigger_log|7|98304
dos|ai_workflow_triggers|8|49152
dos|approval_matrix_rules|11|24576
dos|assets|19|32768
dos|audit_findings|13|32768
dos|audit_log_archive|12|24576
dos|audit_logs|13|49152
dos|audit_plans|13|32768
dos|audit_trail|9|368640
dos|bcp_plans|15|24576
dos|briefings|12|24576
dos|business_units|14|114688
dos|committee_meetings|13|32768
dos|committee_members|7|24576
dos|committees|13|98304
dos|compliance_frameworks|10|32768
dos|compliance_requirements|9|32768
dos|component_registry|15|40960
dos|config_audit_logs|7|24576
dos|config_center_audit_log|12|32768
dos|config_definitions|27|155648
dos|config_locks|6|16384
dos|config_runtime_overrides|6|24576
dos|config_values|16|180224
dos|controls|13|32768
dos|dashboard_widgets|11|65536
dos|dashboards|11|24576
dos|departments|16|114688
dos|dora_assessments|11|32768
dos|dynamic_ui_actions|18|106496
dos|dynamic_ui_agent_actions|16|65536
dos|dynamic_ui_agent_squad_members|5|49152
dos|dynamic_ui_agent_squads|11|65536
dos|dynamic_ui_agents|16|98304
dos|dynamic_ui_component_registry|5|16384
dos|dynamic_ui_data_resources|13|81920
dos|dynamic_ui_i18n_keys|6|106496
dos|dynamic_ui_intents|10|49152
dos|dynamic_ui_kpis|17|65536
dos|dynamic_ui_module_icons|3|32768
dos|dynamic_ui_module_status|4|49152
dos|dynamic_ui_modules|10|32768
dos|dynamic_ui_navigation|9|106496
dos|dynamic_ui_navigation_icons|4|49152
dos|dynamic_ui_page_agents|11|98304
dos|dynamic_ui_route_permissions|3|49152
dos|dynamic_ui_routes|34|114688
dos|dynamic_ui_shells|4|32768
dos|dynamic_ui_skill_packs|10|24576
dos|dynamic_ui_tenant_overrides|4|16384
dos|dynamic_ui_theme_tokens|8|49152
dos|dynamic_ui_user_preferences|9|32768
dos|dynamic_ui_widgets|13|114688
dos|dynamic_ui_workflow_agents|10|49152
dos|event_dead_letter_queue|9|32768
dos|evidence|13|24576
dos|evidences|14|32768
dos|executive_briefings|11|24576
dos|feature_flags|11|81920
dos|foundation_authority_kinds|9|32768
dos|foundation_cat_audit_actions|6|32768
dos|foundation_cat_bu_templates|9|24576
dos|foundation_cat_calendar_systems|4|32768
dos|foundation_cat_coi_categories|6|32768
dos|foundation_cat_committee_templates|14|32768
dos|foundation_cat_data_classifications|8|32768
dos|foundation_cat_dept_templates|10|24576
dos|foundation_cat_lawful_bases|8|32768
dos|foundation_cat_location_types|6|32768
dos|foundation_cat_org_types|8|32768
dos|foundation_cat_ownership_domains|6|32768
dos|foundation_cat_position_templates|12|24576
dos|foundation_cat_profile_types|10|32768
dos|foundation_cat_readiness_dimensions|10|32768
dos|foundation_cat_reference|9|131072
dos|foundation_cat_role_templates|10|32768
dos|foundation_cat_tenant_defaults|10|32768
dos|foundation_coi_declarations|12|40960
dos|foundation_employee_lifecycle_state|9|57344
dos|foundation_employee_lifecycle_tasks|18|73728
dos|foundation_employee_lifecycle_transitions|13|57344
dos|foundation_employee_lifecycle_workflows|12|73728
dos|foundation_policy_acknowledgments|12|49152
dos|foundation_position_authority|13|40960
dos|foundation_sod_rules|15|49152
dos|foundation_sod_violations|11|32768
dos|foundation_training_assignments|14|40960
dos|foundation_training_courses|13|32768
dos|framework_branching_rules|6|49152
dos|framework_recommendation_rules|6|49152
dos|governance_context|8|65536
dos|governance_decisions|16|24576
dos|governance_initiatives|13|65536
dos|governance_os_cases|8|57344
dos|governance_os_config|4|32768
dos|governance_os_learning_metrics|5|32768
dos|governance_os_learning_signals|7|49152
dos|governance_policies|17|40960
dos|inbox_items|16|24576
dos|incidents|14|40960
dos|integrations|13|24576
dos|invitations|12|32768
dos|job_executions|10|270336
dos|job_registry|14|32768
dos|leadership_digests|4|49152
dos|lifecycle_auth_log|9|32768
dos|location_bu_map|4|24576
dos|locations|18|98304
dos|login_attempts|9|40960
dos|maturity_assessment_responses|7|65536
dos|maturity_assessments|12|32768
dos|maturity_dimension_definitions|4|32768
dos|maturity_questions|7|57344
dos|maturity_signals|6|49152
dos|migration_history|13|49152
dos|migration_lock|4|16384
dos|mobile_sessions|14|32768
dos|module_operating_state|6|32768
dos|module_registry|5|24576
dos|module_sla_defaults|5|8192
dos|module_sod_rules|15|65536
dos|navigation_registry|10|65536
dos|notifications|20|98304
dos|onboarding_journeys|11|49152
dos|organizations|13|81920
dos|orphan_schema_audit|9|73728
dos|ownership_mappings|11|32768
dos|platform_audit_logs|8|49152
dos|platform_migrations|4|376832
dos|platform_operation_config|10|49152
dos|policies|16|24576
dos|portals|11|32768
dos|position_assignments|8|57344
dos|positions|15|139264
dos|privacy_assessments|13|40960
dos|proactive_leadership_milestones|10|65536
dos|product_licenses|13|40960
dos|product_registry|4|8192
dos|qiyas_journeys|12|24576
dos|records|12|40960
dos|remediation_actions|15|24576
dos|remediations|14|32768
dos|report_schedules|13|24576
dos|risks|16|40960
dos|runtime_config|3|16384
dos|runtime_config_history|6|16384
dos|schema_migrations|6|81920
dos|shell_config|10|32768
dos|sod_conflict_audit|9|24576
dos|sso_identities|6|24576
dos|sso_providers|8|32768
dos|sso_role_mappings|6|24576
dos|sso_sessions|8|32768
dos|system_events|6|24576
dos|team_members|10|40960
dos|team_raci_assignments|12|57344
dos|teams|21|81920
dos|tenant_config_versions|9|24576
dos|tenant_config_versions_legacy|6|24576
dos|tenant_dashboard_widget_pins|6|57344
dos|tenant_feature_flag_overrides|5|16384
dos|tenant_memberships|8|49152
dos|tenant_migrations|10|3358720
dos|tenant_product_activation|5|73728
dos|tenant_settings|9|81920
dos|tenant_settings_legacy|6|24576
dos|tenants|7|32768
